file,error_type,field_or_value,count
book_m2_idyun_65a,undefined_token,__order_index,2
event_keyblade_chageskin_02b,undefined_token,__order_index,2
polearm_d_a_m2_65c_hi,undefined_token,__order_index,2
sword_n_l1_q_44a,undefined_token,__order_index,2
npc_mace_a07ad_01,undefined_token,__order_index,2
npc_cannon_best_01,undefined_token,__order_index,2
gun_n_r1_p_40a,undefined_token,__order_index,2
2hsword_d_d_r2_p_40a,undefined_token,__order_index,2
gun_n_u1_35p,undefined_token,__order_index,2
bow_n_r0_c_36a,undefined_token,__order_index,2
polearm_d_n_r0_c_21a,undefined_token,__order_index,2
keyblade_return_v_u2_q_50a,undefined_token,__order_index,2
mystery_sword_d_a_m_fi_75a,undefined_token,__order_index,2
event_npc_cannon_lovelyhero_changeskin_01a,undefined_token,__order_index,2
polearm_n_r0_c_26a,undefined_token,__order_index,2
polearm_d_n_l1_q_35a,undefined_token,__order_index,2
test_sword_time_01,undefined_token,__order_index,2
2hsword_n_r1_r_54a,undefined_token,__order_index,2
2hsword_d_n_r2_q_40a,undefined_token,__order_index,2
mystery_sword_d_a_m_fi_75b,undefined_token,__order_index,2
2hsword_n_r1_r_54b,undefined_token,__order_index,2
2hsword_n_r1_r_54c,undefined_token,__order_index,2
book_n_r1_nc_41a,undefined_token,__order_index,2
orb_t_n_l1_40a,undefined_token,__order_index,2
dagger_n_m_lv2_typea_77a,undefined_token,__order_index,2
npc_harp_idvritra02a_65a,undefined_token,__order_index,2
gun_n_l1_58a,undefined_token,__order_index,2
bow_return_v_u2_q_50a,undefined_token,__order_index,2
2hsword_n_r1_nc_46a,undefined_token,__order_index,2
book_d_a_e3_sp_55a,undefined_token,__order_index,2
dagger_d_l1_p_60a,undefined_token,__order_index,2
gun_n_l1_58b,undefined_token,__order_index,2
staff_PvE_E_p_65a_down,undefined_token,__order_index,2
keyblade_a_r2_55a,undefined_token,__order_index,2
cannon_d_n_r2_s_29a,undefined_token,__order_index,2
harp_d_n_r2_s_41a,undefined_token,__order_index,2
harp_d_n_l1_q_25a,undefined_token,__order_index,2
polearm_n_l1_a_58a,undefined_token,__order_index,2
orb_n_c1_c_26a,undefined_token,__order_index,2
polearm_n_l1_a_58b,undefined_token,__order_index,2
mace_n_r2_47a,undefined_token,__order_index,2
cannon_d_a_m2_65a,undefined_token,__order_index,2
event_npc_gun_lovelyhero_changeskin_01a,undefined_token,__order_index,2
gun_n_u1_tq_41a,undefined_token,__order_index,2
polearm_n_l1_a_58c,undefined_token,__order_index,2
keyblade_n_u_grow_up_1st_50a,undefined_token,__order_index,2
keyblade_n_u1_57a,undefined_token,__order_index,2
mace_n_r2_47b,undefined_token,__order_index,2
keyblade_n_u1_57b,undefined_token,__order_index,2
harp_n_c1_33a,undefined_token,__order_index,2
book_d_n_c_33a,undefined_token,__order_index,2
keyblade_d_n_u1_p_50a,undefined_token,__order_index,2
world_cash_harp_semata_changeskin_01a,undefined_token,__order_index,2
cannon_d_a_m2_65d,undefined_token,__order_index,2
world_cash_polearm_electric_01_binding,undefined_token,__order_index,2
polearm_n_m3_ideternity01_1set_75a,undefined_token,__order_index,2
cannon_d_n_l1_50b,undefined_token,__order_index,2
world_promo_changeskin_gun_china_02a,undefined_token,__order_index,2
world_event_orb_a_m_wi_75a,undefined_token,__order_index,2
cannon_n_u1_45a,undefined_token,__order_index,2
cannon_d_n_l1_50c,undefined_token,__order_index,2
gun_PvE_E_p_65a_down,undefined_token,__order_index,2
event_bow_n_m_idunderrune_65a_01,undefined_token,__order_index,2
event_2hsword_d_a_em_65a_li,undefined_token,__order_index,2
world_book_d_n_u1_q_54a,undefined_token,__order_index,2
harp_d_a_u2_55a,undefined_token,__order_index,2
staff_d_a_m1_65c_mi,undefined_token,__order_index,2
keyblade_n_c2_p_45a,undefined_token,__order_index,2
sword_a_l2_45a,undefined_token,__order_index,2
cannon_d_n_l1_50g,undefined_token,__order_index,2
world_cash_gun_ninja_changeskin_01a,undefined_token,__order_index,2
keyblade_d_n_u0_q_55a,undefined_token,__order_index,2
keyblade_d_n_l1_r_50a,undefined_token,__order_index,2
npc_polearm_lowgod_01,undefined_token,__order_index,2
polearm_t_n_u1_50a_3day,undefined_token,__order_index,2
2hsword_n_e1_pc_65a_new,undefined_token,__order_index,2
keyblade_d_n_l1_r_50b,undefined_token,__order_index,2
orb_d_n_e1_pvp_60a,undefined_token,__order_index,2
keyblade_d_n_l1_r_50c,undefined_token,__order_index,2
harp_m_sc_ba_70a,undefined_token,__order_index,2
gun_d_n_l1_25a,undefined_token,__order_index,2
orb_d_n_e1_pvp_60b,undefined_token,__order_index,2
dagger_a_em_65b_li,undefined_token,__order_index,2
gun_d_n_l1_25b,undefined_token,__order_index,2
bow_n_u1_a_30a,undefined_token,__order_index,2
book_n_u1_p_55a,undefined_token,__order_index,2
mace_PvE_M_p_65a,undefined_token,__order_index,2
world_cash_sword_fx_changeskin_01_binding,undefined_token,__order_index,2
gun_d_n_r1_nc_41a,undefined_token,__order_index,2
gun_d_n_l1_25c,undefined_token,__order_index,2
polearm_d_n_l1_nc_46a,undefined_token,__order_index,2
orb_n_r2_32a,undefined_token,__order_index,2
mace_UP_Long_m_p_65a,undefined_token,__order_index,2
staff_a_u2_45a,undefined_token,__order_index,2
keyblade_d_n_u1_tq_41a,undefined_token,__order_index,2
book_e_idyun_65a,undefined_token,__order_index,2
world_event_mace_d_n_u1_35b,undefined_token,__order_index,2
cannon_n_u1_45p,undefined_token,__order_index,2
cannon_d_n_l1_50r,undefined_token,__order_index,2
gun_a_em_65b_li,undefined_token,__order_index,2
book_n_r1_49a,undefined_token,__order_index,2
world_orb_demi_65d,undefined_token,__order_index,2
book_n_r1_49b,undefined_token,__order_index,2
mace_t_n_u1_50a_7day,undefined_token,__order_index,2
book_n_r1_49c,undefined_token,__order_index,2
orb_a_m_wi_80a,undefined_token,__order_index,2
book_n_m_lv2_typed_74b,undefined_token,__order_index,2
2hsword_n_m2_starweapon3_71a_special01,undefined_token,__order_index,2
2hsword_n_c2_22a,undefined_token,__order_index,2
book_n_r1_tq_16a,undefined_token,__order_index,2
hidden_test2_book_e1_60a,undefined_token,__order_index,2
orb_t_n_u1_30a_14day,undefined_token,__order_index,2
keyblade_n_r1_nc_26a,undefined_token,__order_index,2
cannon_t_d_n_u1_40a_3day,undefined_token,__order_index,2
2hsword_n_c2_22b,undefined_token,__order_index,2
hidden_test2_book_e1_60b,undefined_token,__order_index,2
npc_mace_drakannamed_01a,undefined_token,__order_index,2
harp_n_u2_s_44a,undefined_token,__order_index,2
2hsword_n_c2_22c,undefined_token,__order_index,2
orb_d_l2_p_55a,undefined_token,__order_index,2
dagger_n_e1_starweapon3_50a_special01,undefined_token,__order_index,2
mace_l_n_m3_toplevel_78a,undefined_token,__order_index,2
2hsword_t_d_n_u1_40a_7day,undefined_token,__order_index,2
world_orb_demi_65l,undefined_token,__order_index,2
mace_d_d_l1_p_60a,undefined_token,__order_index,2
mace_d_a_l2_45a,undefined_token,__order_index,2
bow_n_l1_p_45a,undefined_token,__order_index,2
polearm_d_n_l1_p_30a,undefined_token,__order_index,2
world_cash_sword_a_s4_58b,undefined_token,__order_index,2
npc_staff_brothers_01,undefined_token,__order_index,2
polearm_n_l1_p_35a,undefined_token,__order_index,2
orb_PvE_M_p_65a_down,undefined_token,__order_index,2
harp_n_r1_59a,undefined_token,__order_index,2
harp_n_r1_59b,undefined_token,__order_index,2
cannon_n_u_ldf5_ft_n_65a,undefined_token,__order_index,2
harp_n_r1_59c,undefined_token,__order_index,2
gun_d_n_c1_48a,undefined_token,__order_index,2
bow_d_n_l1_52a_binding,undefined_token,__order_index,2
staff_n_u1_a_41a,undefined_token,__order_index,2
bottle01,undefined_token,__order_index,2
book_n_m3_hc_80a,undefined_token,__order_index,2
orb_PvE_E_p_65a,undefined_token,__order_index,2
keyblade_n_m3_p_71a,undefined_token,__order_index,2
world_event_sword_d_a_m_as_75a,undefined_token,__order_index,2
CH_Chant_WindyWings_G1,undefined_token,toggle_id,3
staff_n_m_lv3_typea_83a,undefined_token,__order_index,2
polearm_n_u1_59a,undefined_token,__order_index,2
CH_Chant_WindyWings_G2,undefined_token,toggle_id,3
sword_n_u_arena_pvp_50a,undefined_token,__order_index,2
world_staff_n_m3_immortal_72a,undefined_token,__order_index,2
CH_Chant_WindyWings_G3,undefined_token,toggle_id,3
staff_n_r2_51a,undefined_token,__order_index,2
mystery_polearm_d_a_m_fi_75a,undefined_token,__order_index,2
book_e_cc_61a,undefined_token,__order_index,2
dagger_n_m3_p_74a,undefined_token,__order_index,2
cannon_d_a_u2_50a,undefined_token,__order_index,2
gun_n_l1_nc_60a,undefined_token,__order_index,2
gun_d_n_l1_q_42a,undefined_token,__order_index,2
mystery_polearm_d_a_m_fi_75b,undefined_token,__order_index,2
polearm_d_n_u1_pvp_55a,undefined_token,__order_index,2
book_d_n_l1_35a,undefined_token,__order_index,2
orb_d_n_r2_45a,undefined_token,__order_index,2
keyblade_d_a_em_65b_li,undefined_token,__order_index,2
harp_d_a_m2_65e_hi,undefined_token,__order_index,2
cannon_d_a_u2_50b,undefined_token,__order_index,2
gun_n_l1_nc_60b,undefined_token,__order_index,2
raksha_2hsword_01,undefined_token,__order_index,2
book_n_e1_55a,undefined_token,__order_index,2
orb_d_n_r2_s_36a,undefined_token,__order_index,2
keyblade_n_r2_39a,undefined_token,__order_index,2
raksha_2hsword_02,undefined_token,__order_index,2
book_n_e1_55b,undefined_token,__order_index,2
keyblade_n_m_starweapon_65b_evolve01,undefined_token,__order_index,2
keyblade_n_l1_a_30a,undefined_token,__order_index,2
book_n_e1_55c,undefined_token,__order_index,2
event_dagger_n_m_starweapon_65a,undefined_token,__order_index,2
keyblade_n_m_starweapon_65b_evolve02,undefined_token,__order_index,2
polearm_n_e_look_p_70a,undefined_token,__order_index,2
book_n_e1_55d,undefined_token,__order_index,2
event_dagger_n_m_starweapon_65b,undefined_token,__order_index,2
staff_a_m1_65b_mi,undefined_token,__order_index,2
book_n_e1_55e,undefined_token,__order_index,2
npc_cannon_idunder03a_01,undefined_token,__order_index,2
cannon_d_n_r1_s_29a,undefined_token,__order_index,2
event_book_a_em_65a_li,undefined_token,__order_index,2
book_n_e1_55f,undefined_token,__order_index,2
dagger_n_l1_a_33a,undefined_token,__order_index,2
harp_d_n_r1_s_41a,undefined_token,__order_index,2
mace_n_r2_p_40a,undefined_token,__order_index,2
event_sword_a_m_kn_70a,undefined_token,__order_index,2
cannon_n_r2_27a,undefined_token,__order_index,2
book_n_c1_c_21a,undefined_token,__order_index,2
dagger_n_l1_a_33b,undefined_token,__order_index,2
staff_n_l1_nc_51a,undefined_token,__order_index,2
h_jila_npc_gd1004,undefined_token,erect,3
dagger_n_l1_a_33c,undefined_token,__order_index,2
event_cannon_idlc1_lv2_m_80a,undefined_token,__order_index,2
dagger_d_n_l1_47a,undefined_token,__order_index,2
npc_dagger_GabSub01a_01,undefined_token,__order_index,2
npc_polearm_idere_01a,undefined_token,__order_index,2
orb_n_m3_p_68a,undefined_token,__order_index,2
event_keyblade_chageskin_03a,undefined_token,__order_index,2
polearm_d_a_em_65a_li,undefined_token,__order_index,2
polearm_t_n_u1_50a,undefined_token,__order_index,2
sword_n_r0_c_31a,undefined_token,__order_index,2
orb_n_c_13a,undefined_token,__order_index,2
gun_n_u1_p_45a,undefined_token,__order_index,2
sword_n_l1_q_45a,undefined_token,__order_index,2
book_n_m_lv1_typeb_71a,undefined_token,__order_index,2
sword_n_c_03a,undefined_token,__order_index,2
book_d_n_u1_tq_36a,undefined_token,__order_index,2
polearm_n_e_71a,undefined_token,__order_index,2
dagger_n_u1_tq_41a,undefined_token,__order_index,2
book_d_n_c1_58a,undefined_token,__order_index,2
world_gun_a_m2_65a,undefined_token,__order_index,2
staff_n_l1_47a,undefined_token,__order_index,2
2hsword_d_n_u1_tq_36a,undefined_token,__order_index,2
staff_n_l1_47b,undefined_token,__order_index,2
harp_n_e_idf6_lap_68a,undefined_token,__order_index,2
2hsword_d_n_c2_p_20a,undefined_token,__order_index,2
orb_n_r2_p_58a,undefined_token,__order_index,2
gun_n_l1_59a,undefined_token,__order_index,2
cannon_n_e_look_p_69a,undefined_token,__order_index,2
cannon_d_n_c1_28a,undefined_token,__order_index,2
harp_d_n_r2_s_42a,undefined_token,__order_index,2
dagger_e_idlf1_master_50a,undefined_token,__order_index,2
drakandagger_r_01,undefined_token,__order_index,2
keyblade_n_r1_p_15a,undefined_token,__order_index,2
harp_d_n_l1_q_26a,undefined_token,__order_index,2
cannon_d_n_l1_nc_31a,undefined_token,__order_index,2
Highdeva_wind_G1,undefined_token,status_fx_slot_lv,3
world_cash_cannon_a_s2_60c,undefined_token,__order_index,2
bow_t_d_n_u1_50a_3day,undefined_token,__order_index,2
orb_n_l2_p_50a,undefined_token,__order_index,2
event_mace_d_a_u2_40b,undefined_token,__order_index,2
keyblade_n_u1_58a,undefined_token,__order_index,2
world_cash_orb_lovelyhero_changeskin_01a,undefined_token,__order_index,2
bow_t_n_u1_30a_14day,undefined_token,__order_index,2
book_n_l1_R_45a,undefined_token,__order_index,2
book_n_c_38a,undefined_token,__order_index,2
harp_n_c2_p_58a,undefined_token,__order_index,2
cannon_d_n_l1_51a,undefined_token,__order_index,2
2hsword_d_a_l2_50a,undefined_token,__order_index,2
book_n_l1_R_45b,undefined_token,__order_index,2
book_d_a_u2_35a,undefined_token,__order_index,2
book_n_l1_R_45c,undefined_token,__order_index,2
cannon_n_u1_46a,undefined_token,__order_index,2
book_d_l2_p_50a,undefined_token,__order_index,2
keyblade_n_m3_hc_80a_down,undefined_token,__order_index,2
harp_n_u1_s_44a,undefined_token,__order_index,2
orb_d_l1_p_55a,undefined_token,__order_index,2
mace_n_c2_p_25a,undefined_token,__order_index,2
cannon_n_u1_46c,undefined_token,__order_index,2
drakansoul_bow_01,undefined_token,__order_index,2
event_staff_a_m_ch_75a,undefined_token,__order_index,2
world_cash_bow_lovelyhero_changeskin_01a_30days,undefined_token,__order_index,2
staff_d_n_c2_27a,undefined_token,__order_index,2
orb_n_r0_c_41a,undefined_token,__order_index,2
cannon_m2_idseal_gu_65b,undefined_token,__order_index,2
staff_n_c2_r_57a,undefined_token,__order_index,2
staff_d_n_c2_27b,undefined_token,__order_index,2
orb_DR_U_p_65a_down,undefined_token,__order_index,2
orb_n_l1_q_55a,undefined_token,__order_index,2
keyblade_n_r1_34a,undefined_token,__order_index,2
staff_n_c2_r_57b,undefined_token,__order_index,2
staff_d_n_c2_27c,undefined_token,__order_index,2
tiamatdrakan_dagger_r_01,undefined_token,__order_index,2
keyblade_n_r1_34b,undefined_token,__order_index,2
staff_n_c2_r_57c,undefined_token,__order_index,2
npc_mace_craft_01,undefined_token,__order_index,2
keyblade_n_r1_34c,undefined_token,__order_index,2
sword_n_m_lv3_typed_80b,undefined_token,__order_index,2
cannon_d_n_l2_p_55a,undefined_token,__order_index,2
gun_d_n_r2_p_45a,undefined_token,__order_index,2
book_u_idadma_master_50a,undefined_token,__order_index,2
sword_t_n_u1_50a_7day,undefined_token,__order_index,2
book_n_m_lv1_typec_77a,undefined_token,__order_index,2
book_u_idadma_master_50b,undefined_token,__order_index,2
dagger_t_n_u1_30a_14day,undefined_token,__order_index,2
book_d_n_r2_40a,undefined_token,__order_index,2
orb_m_sc_el_75a,undefined_token,__order_index,2
staff_n_r0_q_20a,undefined_token,__order_index,2
cash_book_chageskin_02b_binding,undefined_token,__order_index,2
book_n_l1_r_55a,undefined_token,__order_index,2
npc_polearm_a_a05d_01,undefined_token,__order_index,2
lehpar_sword01,undefined_token,__order_index,2
2hsword_n_u1_q_53a,undefined_token,__order_index,2
book_n_l1_r_55b,undefined_token,__order_index,2
orb_d_n_r1_s_36a,undefined_token,__order_index,2
lehpar_sword02,undefined_token,__order_index,2
book_n_l1_r_55c,undefined_token,__order_index,2
NamedCoin01_staff_E_65_a,undefined_token,__order_index,2
world_cash_changeskin_polearm_n_u1_44a,undefined_token,__order_index,2
event_book_idlc1_lv2_m_80a,undefined_token,__order_index,2
world_cash_dagger_d_a_e2_60b,undefined_token,__order_index,2
staff_n_l0_c_41a,undefined_token,__order_index,2
mace_n_r1_p_40a,undefined_token,__order_index,2
test_polearm_n_e1_56a,undefined_token,__order_index,2
world_sword_n_e1_65b,undefined_token,__order_index,2
orb_n_e_idf6_adma_68a,undefined_token,__order_index,2
bow_u_idadma_master_50a,undefined_token,__order_index,2
staff_d_sp_n_u1_p_55a,undefined_token,__order_index,2
staff_n_c2_a_24a,undefined_token,__order_index,2
orb_n_u1_c_46c,undefined_token,__order_index,2
mace_l_n_m3_toplevel_79a,undefined_token,__order_index,2
staff_n_c2_a_24b,undefined_token,__order_index,2
dagger_d_n_u1_25a,undefined_token,__order_index,2
keyblade_v_e1_q_60a,undefined_token,__order_index,2
staff_n_c2_a_24c,undefined_token,__order_index,2
orb_d_sp_n_e1_p_55a,undefined_token,__order_index,2
dagger_d_n_u1_25b,undefined_token,__order_index,2
sword_n_e1_ac_65a,undefined_token,__order_index,2
event_orb_d_a_m_wi_70a,undefined_token,__order_index,2
bow_d_n_u1_q_63a,undefined_token,__order_index,2
sword_n_e1_ac_65b,undefined_token,__order_index,2
dagger_halloween_changeskin,undefined_token,__order_index,2
harp_n_l1_q_25a,undefined_token,__order_index,2
mace_n_c2_22a,undefined_token,__order_index,2
npc_sword_darknewguard01_01a,undefined_token,__order_index,2
RI_BindingAttack_G1,undefined_token,status_fx_slot_lv,3
mace_n_c2_22b,undefined_token,__order_index,2
RI_BindingAttack_G2,undefined_token,status_fx_slot_lv,3
sword_n_l0_q_45a,undefined_token,__order_index,2
mace_n_c2_22c,undefined_token,__order_index,2
RI_BindingAttack_G3,undefined_token,status_fx_slot_lv,3
harp_n_u1_pvp_60a,undefined_token,__order_index,2
cannon_a_m1_65b_mi,undefined_token,__order_index,2
RI_BindingAttack_G4,undefined_token,status_fx_slot_lv,3
event_book_d_a_m_el_75a,undefined_token,__order_index,2
RI_BindingAttack_G5,undefined_token,status_fx_slot_lv,3
RI_BindingAttack_G6,undefined_token,status_fx_slot_lv,3
test_2hsword_n_u1_kn_60a,undefined_token,__order_index,2
sword_n_l2_p_40a,undefined_token,__order_index,2
2hsword_d_n_u1_q_45a,undefined_token,__order_index,2
dagger_n_r1_52a,undefined_token,__order_index,2
dagger_n_c2_32a,undefined_token,__order_index,2
harp_n_l1_a_43a,undefined_token,__order_index,2
cannon_n_l1_nc_51a,undefined_token,__order_index,2
mrambutan01,undefined_token,__order_index,2
RI_BindingAttack_G7,undefined_token,status_fx_slot_lv,3
orb_n_l1_tq_31a,undefined_token,__order_index,2
orb_n_l1_29a,undefined_token,__order_index,2
dagger_n_c2_32b,undefined_token,__order_index,2
world_mace_n_m3_immortal_72a,undefined_token,__order_index,2
harp_n_l1_a_43b,undefined_token,__order_index,2
gun_a_r2_35a,undefined_token,__order_index,2
mrambutan02,undefined_token,__order_index,2
RI_BindingAttack_G8,undefined_token,status_fx_slot_lv,3
dagger_n_c2_32c,undefined_token,__order_index,2
harp_n_l1_a_43c,undefined_token,__order_index,2
staff_d_sp_n_u2_p_55a,undefined_token,__order_index,2
staff_n_m3_ideternity01_6set_75a,undefined_token,__order_index,2
polearm_d_n_e1_p_55a,undefined_token,__order_index,2
RI_BindingAttack_G9,undefined_token,status_fx_slot_lv,3
2hsword_d_r2_p_50a,undefined_token,__order_index,2
npc_polearm_idtiamat01h_65a,undefined_token,__order_index,2
sword_d_n_r1_nc_36a,undefined_token,__order_index,2
book_d_d_r2_p_40a,undefined_token,__order_index,2
orb_n_r1_p_58a,undefined_token,__order_index,2
orb_a_r2_50a,undefined_token,__order_index,2
gun_d_n_r1_tq_16a,undefined_token,__order_index,2
mace_n_c2_a_49a,undefined_token,__order_index,2
gun_d_l2_p_40a,undefined_token,__order_index,2
book_d_n_r2_q_40a,undefined_token,__order_index,2
keyblade_d_n_l1_45a,undefined_token,__order_index,2
mace_n_c2_a_49b,undefined_token,__order_index,2
book_t_n_u1_40a_3day,undefined_token,__order_index,2
mace_n_c2_a_49c,undefined_token,__order_index,2
harp_d_n_r1_s_42a,undefined_token,__order_index,2
orb_n_u1_52a,undefined_token,__order_index,2
orb_n_u1_52b,undefined_token,__order_index,2
world_cash_sword_easternwar_changeskin_01_30day,undefined_token,__order_index,2
sword_n_e1_fi_55a,undefined_token,__order_index,2
Dh_Gauntlet_L,undefined_token,__order_index,2
sword_n_e1_fi_55b,undefined_token,__order_index,2
lycansword2,undefined_token,__order_index,2
orb_n_l1_p_50a,undefined_token,__order_index,2
event_sword_v_m3_q_65a,undefined_token,__order_index,2
sword_n_e1_fi_55c,undefined_token,__order_index,2
sword_n_e1_fi_55d,undefined_token,__order_index,2
event_orb_a_e2_65c,undefined_token,__order_index,2
keyblade_n_e1_a_55a,undefined_token,__order_index,2
bow_d_a_m_ra_80a,undefined_token,__order_index,2
event_npc_harp_lovelyhero_changeskin_01a,undefined_token,__order_index,2
sword_polymorph_01a,undefined_token,__order_index,2
book_d_l1_p_50a,undefined_token,__order_index,2
gun_d_n_r2_30a,undefined_token,__order_index,2
staff_n_m3_ideternity02_3set_80a,undefined_token,__order_index,2
staff_n_l1_p_58a,undefined_token,__order_index,2
npc_bow_d_t01_01,undefined_token,__order_index,2
book_n_l1_q_50a,undefined_token,__order_index,2
orb_n_l1_a_28a,undefined_token,__order_index,2
world_cash_orb_a_e2_60b,undefined_token,__order_index,2
orb_n_l1_a_28b,undefined_token,__order_index,2
bow_d_n_c2_17a,undefined_token,__order_index,2
staff_n_l1_48a,undefined_token,__order_index,2
polearm_n_l1_nq_57a,undefined_token,__order_index,2
orb_n_l1_a_28c,undefined_token,__order_index,2
bow_d_n_c2_17b,undefined_token,__order_index,2
staff_n_l1_48b,undefined_token,__order_index,2
bow_d_n_c2_17c,undefined_token,__order_index,2
npc_book_a08aD,undefined_token,__order_index,2
npc_book_n_u0_38a,undefined_token,__order_index,2
npc_bow_shugocoin_01,undefined_token,__order_index,2
cannon_d_n_l1_p_55a,undefined_token,__order_index,2
gun_d_n_r1_p_45a,undefined_token,__order_index,2
event_mace_a_u2_55a,undefined_token,__order_index,2
mace_n_m2_idruneweapon_pr_a,undefined_token,__order_index,2
polearm_d_a_e2_55a,undefined_token,__order_index,2
dagger_n_m2_idruneweapon_as_a,undefined_token,__order_index,2
dagger_n_l1_q_62a,undefined_token,__order_index,2
bow_n_u1_r_65a,undefined_token,__order_index,2
2hsword_n_e1_starweapon3_50a,undefined_token,__order_index,2
polearm_n_u1_r_55a,undefined_token,__order_index,2
gun_n_e1_nc_60a,undefined_token,__order_index,2
bow_n_e_ldf4_ad_65a,undefined_token,__order_index,2
staff_n_l2_p_58a,undefined_token,__order_index,2
test_orb_n_u1_56a,undefined_token,__order_index,2
gun_n_e1_nc_60b,undefined_token,__order_index,2
mace_n_e_idf6_adma_68a,undefined_token,__order_index,2
npc_cannon_IDUnder03b_01,undefined_token,__order_index,2
bow_PvE_M_p_65a_down,undefined_token,__order_index,2
staff_t_d_n_u1_30a_3day,undefined_token,__order_index,2
dagger_n_m_lv3_typeb_77b,undefined_token,__order_index,2
staff_n_l1_tq_26a,undefined_token,__order_index,2
sword_UP_Long_m_p_65a,undefined_token,__order_index,2
npc_sword_a07ad_01,undefined_token,__order_index,2
orb_e_idseal_wi_65a,undefined_token,__order_index,2
orb_n_e1_pc_65a_new,undefined_token,__order_index,2
cannon_d_n_l1_52a,undefined_token,__order_index,2
polearm_n_l1_g_40a,undefined_token,__order_index,2
2hsword_n_e_74a,undefined_token,__order_index,2
bow_n_l0_c_31a,undefined_token,__order_index,2
2hsword_n_u0_q_54a,undefined_token,__order_index,2
2hsword_n_e2_55a,undefined_token,__order_index,2
2hsword_d_n_u1_p_40a,undefined_token,__order_index,2
gun_n_m_lv3_typeb_83b,undefined_token,__order_index,2
2hsword_n_e2_55b,undefined_token,__order_index,2
sword_d_n_r2_36a,undefined_token,__order_index,2
sword_d_n_r2_36b,undefined_token,__order_index,2
orb_n_u1_pvp_55a,undefined_token,__order_index,2
npc_mace_region_01,undefined_token,__order_index,2
orb_n_l1_q_56a,undefined_token,__order_index,2
npc_harp_idvritrabase_01,undefined_token,__order_index,2
orb_n_l1_q_56b,undefined_token,__order_index,2
keyblade_d_l2_p_60a,undefined_token,__order_index,2
world_cash_cannon_sf_changeskin_01a,undefined_token,__order_index,2
bow_n_r1_q_10a,undefined_token,__order_index,2
gun_d_n_l1_27a,undefined_token,__order_index,2
bow_n_r1_q_10b,undefined_token,__order_index,2
cash_book_changeskin_01b,undefined_token,__order_index,2
event_orb_ninja_changeskin_01a,undefined_token,__order_index,2
npc_orb_briorb_01,undefined_token,__order_index,2
dagger_PvE_M_p_65a_down,undefined_token,__order_index,2
sword_n_e_idunderrune_65a,undefined_token,__order_index,2
2hsword_d_n_l1_r_40a,undefined_token,__order_index,2
event_npc_sword_lovelyhero_changeskin_01a,undefined_token,__order_index,2
world_cannon_demi_65d,undefined_token,__order_index,2
sword_n_l1_p_40a,undefined_token,__order_index,2
2hsword_d_n_l1_r_40b,undefined_token,__order_index,2
orb_d_n_u1_50c_cu,undefined_token,__order_index,2
orb_n_r2_34a,undefined_token,__order_index,2
2hsword_d_n_l1_r_40c,undefined_token,__order_index,2
book_d_n_r2_41a,undefined_token,__order_index,2
mace_d_m_sc_pr_70a,undefined_token,__order_index,2
cannon_n_m2_starweapon4_71a_special01,undefined_token,__order_index,2
polearm_d_n_r1_nc_21a,undefined_token,__order_index,2
sword_test_m_60a,undefined_token,__order_index,2
2hsword_n_c2_a_54a,undefined_token,__order_index,2
2hsword_n_u1_q_54a,undefined_token,__order_index,2
2hsword_n_c2_a_54b,undefined_token,__order_index,2
2hsword_n_m_lv3_typea_80a,undefined_token,__order_index,2
npc_2hsword_idyun02a_65a,undefined_token,__order_index,2
2hsword_n_c2_a_54c,undefined_token,__order_index,2
mace_n_u1_p_45a,undefined_token,__order_index,2
harp_d_n_u1_35a,undefined_token,__order_index,2
cannon_n_m_ac_70a,undefined_token,__order_index,2
test_bow_18a,undefined_token,__order_index,2
dagger_d_a_m1_65b_mi,undefined_token,__order_index,2
harp_d_n_u1_35b,undefined_token,__order_index,2
cannon_n_m_ac_70b,undefined_token,__order_index,2
polearm_n_m3_f6_float_80a,undefined_token,__order_index,2
dagger_d_d_r2_p_30a,undefined_token,__order_index,2
harp_d_n_u1_35c,undefined_token,__order_index,2
cannon_n_m_arena_pvp_70a,undefined_token,__order_index,2
gun_d_l1_p_40a,undefined_token,__order_index,2
2hsword_n_m2_ideternity01_base_75a,undefined_token,__order_index,2
2hsword_n_r1_p_15a_event,undefined_token,__order_index,2
world_cannon_demi_65l,undefined_token,__order_index,2
bow_n_m1_60a,undefined_token,__order_index,2
bow_n_u2_50a,undefined_token,__order_index,2
M_PotentialHealth_B002_4_2,undefined_token,is_familiar_skill,3
npc_dagger_idtiamat01g_65a,undefined_token,__order_index,2
dagger_d_n_l1_nc_51a,undefined_token,__order_index,2
2hsword_n_r1_44a,undefined_token,__order_index,2
world_cash_sword_gold_changeskin_01a,undefined_token,__order_index,2
2hsword_n_r1_44b,undefined_token,__order_index,2
book_a_l2_25a,undefined_token,__order_index,2
orb_PvP_em_p_65a_down,undefined_token,__order_index,2
dagger_d_n_r2_53a,undefined_token,__order_index,2
2hsword_n_r1_44c,undefined_token,__order_index,2
keyblade_d_n_u1_pvp_60a,undefined_token,__order_index,2
orb_n_l2_q_57a,undefined_token,__order_index,2
mace_n_l1_r_45a,undefined_token,__order_index,2
harp_n_r2_s_42a,undefined_token,__order_index,2
bow_d_n_u1_q_64a,undefined_token,__order_index,2
npc_highdeva_mace_g101b,undefined_token,__order_index,2
